state,district,N,P,K,temperature,humidity,ph,rainfall,label,yield_t_ha,year,season
Karnataka,Mysuru,70.32359877671101,53.85674890144237,50.70479633623483,24.62162647148991,78.84650499654776,6.687785199505589,250.9169210828732,rice,2.2335,1997,Kharif     
Karnataka,Mysuru,71.26541083743484,44.15162541204935,35.380290071798846,22.15906287628076,87.84129993082513,6.549931457621575,234.75326220282722,rice,2.073846154,1997,Rabi       
Karnataka,Belagavi,77.07856235379514,51.681491872544825,39.77159622835865,24.542067848447115,87.8391218619107,6.440596996275498,222.42306521510392,rice,2.829444444,1997,Summer     
Kerala,Ernakulam,16.91584439832788,12.17523308452764,28.724706661680422,29.793332777103394,95.44880138153029,5.85281651722894,184.72701430045774,coconut,5376.054286,1997,Whole Year 
Meghalaya,East Khasi Hills,22.30123666297637,71.20966050470425,14.864292284188334,29.153550618109104,49.21516386698847,5.532137631920826,126.88030425926235,pigeonpeas,0.806666667,1997,Kharif     
Meghalaya,East Garo Hills,95.68987962239395,79.42692900619947,49.28458133495172,29.241548788994372,75.36413820607163,5.961128654742115,103.0091774563361,banana,11.20714286,1997,Whole Year 
Meghalaya,East Garo Hills,110.70848149332353,41.12373388312208,21.646646508302197,24.332799593014894,73.08329211846085,6.7407233686409755,52.84250727135345,cotton,0.796666667,1997,Kharif     
Meghalaya,East Khasi Hills,47.41824384460777,69.19022671348702,82.54115089976015,17.00054585975024,14.977415703992348,7.176668254009351,68.96272460441274,chickpea,0.613333333,1997,Rabi       
Meghalaya,West Garo Hills,77.27111849756733,33.4871643592293,50.842260894722784,23.33908690709271,79.20285565784411,6.449426240215091,164.52598000123726,jute,8.436666667,1997,Kharif     
Meghalaya,West Garo Hills,78.09764102343962,39.685122127973855,22.1123373486178,23.02897984590882,70.40538693363993,6.295122332786221,65.08266613948399,maize,1.444285714,1997,Kharif     
Meghalaya,West Garo Hills,72.76625906893271,46.69254058112858,45.62068401839808,25.574859660804623,86.88496029199156,6.350072220975422,258.1917513429038,rice,1.378571429,1997,Kharif     
West Bengal,Hooghly,18.008086377374088,68.14220883317422,20.62047123149488,33.31358605388811,48.98579752649546,5.901189194755175,169.8173958094794,pigeonpeas,0.777692308,1997,Whole Year 
West Bengal,Kolkata,22.53461294854933,15.083406149209056,38.98027800226298,29.37353606117721,100.79696672796395,6.0679818849209575,201.9669006595854,coconut,13003.78778,1997,Whole Year 
West Bengal,Darjeeling,112.01503211288848,38.34281850641201,31.552246427940347,21.648086380204997,75.12604335972799,6.958568421795933,76.64115866245348,cotton,2.0,1997,Kharif     
West Bengal,Hooghly,41.96849009172836,63.70054078930748,82.57542565487975,17.338301607180036,22.24712386009185,7.868844675350836,71.3868174900751,chickpea,0.5975,1997,Rabi       
West Bengal,Alipurduar,75.39680655040598,48.81604663618697,35.0267049227421,29.515410458411996,75.68772063455266,6.897518670883108,190.86449364109606,jute,13.44588235,1997,Kharif     
West Bengal,Alipurduar,76.30153125103362,51.34890885314181,17.04597488611416,21.960426046246443,71.2907220970212,5.99307652027002,87.33524556519798,maize,2.658461538,1997,Whole Year 
West Bengal,Birbhum,15.761466938853015,68.27888441202029,20.81967151602581,24.60408167212258,64.7380523546501,7.0196788611942935,48.150803451316605,lentil,0.662352941,1997,Rabi       
West Bengal,Howrah,30.251390922544687,53.06416890518494,22.15249017625323,26.604940894481544,75.50854116031132,6.713153191776302,-2.4724251093999996,mungbean,0.548888889,1997,Kharif     
West Bengal,Kolkata,20.92251387631033,49.26698511729617,23.36212567192186,31.655981546448487,89.15076036315722,6.455650826204707,63.53389296592958,mungbean,0.542857143,1997,Rabi       
West Bengal,Bankura,15.701445355220496,43.54272173020894,22.170988406150208,29.526441149941252,89.54770334050392,6.439630364354672,60.883100552151305,mungbean,0.046,1997,Summer     
West Bengal,Birbhum,84.00272456051594,46.177489732941915,39.904924581279694,22.140129514729377,79.98992126645709,6.516111505595914,236.07278513180688,rice,1.837222222,1997,Autumn     
West Bengal,Darjeeling,73.78578175014489,40.565669213960724,36.689007793989354,21.70168163278546,80.41652364692992,6.564980429115714,252.4980690832812,rice,2.843888889,1997,Summer     
West Bengal,Alipurduar,80.93431797502377,47.03930504804291,41.875691306321144,24.303740102295745,81.47509513947699,6.216219482275095,248.21515338341123,rice,1.985555556,1997,Winter     
West Bengal,Darjeeling,30.221649380601125,73.03050309610668,28.51493678740328,30.061752028660905,55.49266652556865,7.3279850401189295,53.95044948627101,blackgram,1.825,1997,Kharif     
West Bengal,Nadia,33.37906975550785,70.89645042355484,24.33964302713877,31.637560113342253,53.29478472322429,7.190934508843057,63.488426164442814,blackgram,0.628333333,1997,Rabi       
Puducherry,Akola,118.75430617934562,53.250046629595616,22.23351974818099,25.0828948414544,86.35160244445194,7.151847327168504,60.242339219199366,cotton,0.84,1998,Summer     
Puducherry,Kolhapur,83.58233289997705,46.065573781005035,45.017834619113756,23.160371512962758,78.15248320184712,6.643395001807849,265.4258933255031,rice,2.46,1998,Kharif     
Puducherry,Amravati,80.74684140594985,54.31049897257129,38.014679855495736,22.60172901957727,91.54914208678183,6.393783539059402,255.72472316562187,rice,2.555,1998,Rabi       
Puducherry,Amravati,79.3117585880588,46.61347886776015,37.328674269583395,23.369447913902334,89.12483054459457,6.75259086816042,219.90276681702576,rice,2.55,1998,Summer     
Assam,Bongaigaon,19.224481522053555,75.08792541284947,16.55107447817009,26.640400532586476,55.897609656048694,5.569351661765907,161.8350741433978,pigeonpeas,0.709130435,1998,Kharif     
Assam,Bongaigaon,92.83739004816286,81.90071626278939,49.423566886152805,27.116407240090474,77.10662781876422,6.461952081230139,110.1988270968403,banana,13.78826087,1998,Whole Year 
Assam,Bongaigaon,18.380778958026458,20.466156869021383,28.4799705164546,27.442774029538764,86.8022658714471,5.800804990092821,161.96758729401463,coconut,6045.886957,1998,Whole Year 
Assam,Dibrugarh,115.46680614520106,53.61556182154928,25.601373703260695,22.19309610843989,74.40906272082822,6.9030749494444645,82.8845832918694,cotton,0.399130435,1998,Kharif     
Assam,Bongaigaon,45.37561113109458,66.82286185709398,77.54338291158906,20.13420647609576,14.628165787935442,7.2235189640174475,97.22667120919034,chickpea,0.460454545,1998,Rabi       
Assam,Barpeta,80.11809144784232,47.95194493772087,35.97639141887542,24.21752039756066,67.7737155420468,6.657419370594051,193.59118808527114,jute,9.040869565,1998,Kharif     
Assam,Dibrugarh,68.94479922318634,54.88431712603151,29.50288589415316,20.70543520962931,62.71512100107916,6.829900454902793,131.40666158438353,maize,0.608695652,1998,Kharif     
Assam,Bongaigaon,81.51041984697397,46.91498418034968,37.61312384459328,22.986117353936265,81.26443140134445,6.332926784657785,238.0668966574353,rice,1.055652174,1998,Autumn     
Assam,Baksa,77.96458859791842,40.975538587469195,40.637642286251754,24.173848523740574,75.80071668096653,6.595692596598585,231.4253349117738,rice,1.685217391,1998,Summer     
Assam,Biswanath,76.5053899984702,58.29503527292455,42.126614123717054,23.85540861012661,77.07039604767084,6.378390339882717,247.42391887155674,rice,1.395652174,1998,Winter     
Goa,South Goa,103.28838144420435,79.66117767831432,44.366534405395925,28.221034535508924,79.25512997519598,6.1712032661575495,100.96772961874643,banana,7.58,1998,Whole Year 
Goa,North Goa,27.134997612479754,17.723780254687714,36.767418847515344,29.20658442245106,96.62570454765152,5.867730222515802,163.98855699834243,coconut,4867.65,1998,Whole Year 
Goa,North Goa,84.54640059558099,53.36003334725564,43.05559520205613,26.29921261851607,77.81870819889878,6.4766973408718345,217.66544887667095,rice,2.54,1998,Kharif     
Goa,South Goa,75.69391238388681,44.53753048134399,47.661920059403904,24.26030453587611,83.73408458678135,6.551210582234549,167.62800302790004,rice,3.04,1998,Rabi       
Karnataka,Chamarajanagar,19.183938120743928,62.690660433889356,16.8938903139095,25.602957451429006,48.74586312463927,5.649812589122704,164.15435241765013,pigeonpeas,0.400833333,1998,Kharif     
Karnataka,Belagavi,23.63631715701782,18.198686483874166,31.0856289623808,26.8716705672394,95.07870110119197,6.528107311035118,142.92717116256614,coconut,4692.261111,1998,Whole Year 
Karnataka,Mysuru,122.64772563561179,37.274618010438054,19.756778774970975,21.980321126433985,76.58340363451711,7.0488637044267595,62.800974253412974,cotton,1.556521739,1998,Kharif     
Karnataka,Chamarajanagar,37.694128810773556,66.3504696156604,81.23944247175011,22.26655489932456,10.193541443523088,7.291762432836524,85.9078490844005,chickpea,0.573478261,1998,Rabi       
Karnataka,Chamarajanagar,76.83170511668092,49.66519332157703,12.516926257114195,26.364005675254326,73.5745093462037,6.105742819029862,78.33685177145296,maize,3.366,1998,Kharif     
Karnataka,Bidar,72.22832512996986,47.09024051587418,20.344181893461112,23.689826305192685,68.24377902898712,6.263534327125397,127.75293264656518,maize,1.97952381,1998,Rabi       
Karnataka,Bagalkot,71.77896687959665,40.722745284071266,12.657680442881272,24.10612159547806,70.12090771200369,6.0019901202773065,54.58218820138943,maize,2.241904762,1998,Summer     
Karnataka,Bagalkot,25.052629111970987,55.250889781020064,21.661670355984608,29.02766112177332,85.0818261188054,7.080415993139988,93.17802282090041,mungbean,0.180769231,1998,Kharif     
Karnataka,Bengaluru,27.771200142854113,47.79769076974588,9.226754377407403,29.257886566221583,84.67984733169932,6.810207694850216,76.01529308391157,mungbean,0.438823529,1998,Rabi       
Karnataka,Bengaluru,20.38994939209833,74.69576058880871,10.792065828547068,16.920176248441756,24.058655133126937,5.731813372387721,124.10170524406608,kidneybeans,9.265882353,1998,Kharif     
Karnataka,Belagavi,25.76766448946012,66.23981874909778,24.14274358219999,19.96721995458618,12.43191497723877,5.958606156741343,134.70602107165084,kidneybeans,8.948181818,1998,Rabi       
Karnataka,Chamarajanagar,22.55818012523817,63.13994009154619,17.315807724026087,18.352778560407483,16.032139382734275,5.605107630252808,114.01201751642081,kidneybeans,7.827,1998,Summer     
Karnataka,Bagalkot,76.66440122697438,48.925904601275796,34.930709631838795,24.25204528557674,78.28394714875814,6.194279004853913,202.1160536497027,rice,2.310740741,1998,Kharif     
Karnataka,Bidar,81.69697802754207,46.5010643683589,46.22422810537774,23.570112519722933,79.99998942619119,6.399444307794253,246.4781472163185,rice,2.054285714,1998,Rabi       
Karnataka,Chamarajanagar,87.58018283232985,41.69119271004321,41.508131086642074,27.58297613519223,77.87434314154923,6.450979652033919,206.56760575685982,rice,2.99375,1998,Summer     
Kerala,Ernakulam,100.05086980445024,89.35892129393748,54.410450977668916,29.21005368314568,82.02215820735373,6.090010421558554,94.05973481978415,banana,12.85714286,1998,Whole Year 
Kerala,Kottayam,29.80321827907003,13.81864888553002,29.758789638395847,27.97891613734329,95.2515079784142,5.681306542903555,174.12500384968524,coconut,5304.749286,1998,Whole Year 
Kerala,Wayanad,104.67127447955127,37.03866807602216,32.958143469500015,23.45507852092075,86.80779770255688,6.821412129776154,62.17679276121386,cotton,1.61,1998,Kharif     
Kerala,Wayanad,83.99951252187611,54.22083026978666,36.84743069720102,27.04137512801986,94.64161732446281,5.808777963506289,255.10200300128943,rice,1.856923077,1998,Autumn     
Kerala,Wayanad,80.32523534119086,45.058509920936885,48.59247774679944,23.62942291824694,75.95857033815784,6.189001087958783,231.90596205401656,rice,2.116153846,1998,Summer     
Kerala,Kottayam,78.39496324767066,44.540880536921875,39.563169799500436,24.35268013377056,83.00934760874223,6.568523228880082,244.3672782140893,rice,1.937142857,1998,Winter     
Meghalaya,East Khasi Hills,21.18880388267751,58.90306206485013,12.01744802543627,27.826261434753672,48.78926247573487,5.9863800415049475,149.2693005662927,pigeonpeas,0.803333333,1998,Kharif     
Meghalaya,East Khasi Hills,90.29215542699554,90.71470743298497,52.46424372874054,26.568490494285353,80.28713223227668,5.755492273177396,107.15056359356943,banana,11.26714286,1998,Whole Year 
Meghalaya,East Jaintia Hills,116.67164056081243,39.79259706395156,21.133812807275817,24.061970339971044,74.4193513989725,6.847754585965125,62.660697430762966,cotton,0.796666667,1998,Kharif     
Meghalaya,East Garo Hills,41.875562857558734,68.08224740352826,74.66339092880385,14.948913050543368,12.27445219548725,7.3420778547655985,56.57814835646525,chickpea,0.61,1998,Rabi       
Meghalaya,West Garo Hills,85.78947022370758,51.423101612702204,35.378903614326425,21.862963024017624,80.8418922658806,6.9483995959384215,171.71742412882227,jute,7.553333333,1998,Kharif     
Meghalaya,East Khasi Hills,75.16864890863177,50.54858466501548,19.66651178457504,23.088464993539255,60.365499080163815,6.551008695703398,65.44470212403573,maize,1.457142857,1998,Kharif     
Meghalaya,East Garo Hills,75.84753198553406,47.28172844003904,41.618739076239905,26.825731591554973,83.06918139973504,6.456087373184605,264.05222769315145,rice,1.51,1998,Kharif     
West Bengal,Bankura,18.22121478207732,59.221670708562925,7.936683585602996,28.43820443418834,46.83188416197197,5.742051548673555,121.92886213766238,pigeonpeas,0.756923077,1998,Kharif     
West Bengal,Darjeeling,26.557010588510373,12.88137582116358,35.85560726261902,25.969154462506694,95.55256132170642,5.687823404449873,222.42669202488042,coconut,12448.06222,1998,Whole Year 
West Bengal,Alipurduar,119.41375554829841,47.179001690212615,17.08751013092511,21.10325038706533,75.07697190162783,6.934289342692212,86.43854566984568,cotton,0.37,1998,Kharif     
West Bengal,Darjeeling,37.44119898116481,63.854129650065026,73.26126257800912,20.441901272851275,17.647785635372685,7.751941124038053,81.44551535851093,chickpea,0.875,1998,Rabi       
West Bengal,Darjeeling,80.96633716556678,47.87679729999384,44.695332757259656,23.823985524469798,75.23510128891705,6.990816078157463,163.98747255160148,jute,13.24705882,1998,Kharif     
West Bengal,Alipurduar,78.2453877467402,51.848717044075705,19.671910102907717,23.67567474730512,65.89572748998458,6.280161381651781,97.90540831005292,maize,2.634,1998,Kharif     
West Bengal,Howrah,23.613224952664446,73.1725144290005,25.49082888391127,25.288782718731436,71.50176529069579,6.988607133350022,41.59495398957952,lentil,0.600588235,1998,Rabi       
West Bengal,Kolkata,17.479734530613236,41.14910321093659,22.05976131489878,29.48237551980938,86.80489379308037,6.586253668079588,54.41308479225899,mungbean,0.5075,1998,Kharif     
West Bengal,Birbhum,19.351689267011157,58.263230274894774,19.862427485259772,28.592978150007113,87.10932645491529,6.652529814614695,65.24006424369577,mungbean,0.61,1998,Rabi       
West Bengal,Alipurduar,19.02945923433921,51.11739672277066,19.10635027509922,29.29306350523928,89.58600713048774,6.753476775486869,61.78979028677294,mungbean,0.312857143,1998,Summer     
West Bengal,Howrah,13.432425259339407,67.53142923165468,22.46356380278069,19.87617588258733,14.587565007133684,5.779537453933689,130.71700156105405,kidneybeans,0.70625,1998,Rabi       
West Bengal,Kolkata,81.37060138532289,53.0276829153832,37.80234370595335,22.418719141763596,90.86742940751506,6.627620908720613,246.93793506721562,rice,1.751111111,1998,Autumn     
West Bengal,Kolkata,81.19527636089944,59.407038859999865,35.607137056267504,21.7623340894679,76.99487157583815,6.61788750868826,217.1557598297477,rice,3.22,1998,Summer     
West Bengal,Birbhum,79.91556728321231,40.38639949471565,42.919545613273215,18.919314614558044,86.67112652574468,6.5295842781822175,194.5853268707873,rice,1.781666667,1998,Winter     
West Bengal,Howrah,38.847064333124266,66.34368678754323,18.51756079277785,29.61112055409098,68.85297552498162,6.934122393840142,72.104825769019,blackgram,0.402222222,1998,Kharif     
West Bengal,Nadia,32.94314628974793,55.57784170063336,19.40783824034503,33.012096044803904,60.607593781176206,6.941668565243639,72.3934142723141,blackgram,0.649090909,1998,Rabi       
Assam,Bongaigaon,18.626773386173205,68.69325766324013,25.736899180773037,29.201922410975197,53.10606376853381,5.616596585733084,187.9761601157113,pigeonpeas,0.707826087,1999,Kharif     
Assam,Biswanath,98.51642741736616,83.83697120962572,49.480616961321296,27.832216542651917,82.84718641316654,6.030997238081333,102.31016806148104,banana,13.74652174,1999,Whole Year 
Assam,Baksa,17.968613653891907,16.7341894227862,30.665169627708952,25.9418821837217,104.2941650281113,5.571297915238771,183.17649186628492,coconut,5672.116522,1999,Whole Year 
Assam,Dhubri,116.96357144166996,42.967332145008456,16.561752442745338,25.983636346718157,80.81036801050647,6.911420481287076,95.94157123461345,cotton,0.41173913,1999,Kharif     
Assam,Cachar,42.110254284072695,57.542427419058384,82.07369966990926,18.634228128293948,16.317722766087012,7.6186851670308275,90.32713968025018,chickpea,0.470454545,1999,Rabi       
Assam,Bongaigaon,87.83092950605266,48.727668417058844,41.73913956340044,28.10824445407812,77.06605156670898,6.866142775106128,191.67167337234588,jute,9.13173913,1999,Kharif     
Assam,Cachar,78.6328890641592,55.71717241957662,24.29387565895279,20.427029383610638,56.37547308994413,6.175044200210843,68.40280150048282,maize,0.613913043,1999,Kharif     
Assam,Cachar,81.17775195361382,44.62490772133284,36.97435581496562,22.18939315455469,80.6816837151442,6.285819839390045,216.653786918651,rice,1.094782609,1999,Autumn     
Assam,Dhubri,79.51777042116916,49.780299645115726,37.580915152049066,21.994792322060746,80.89332956760562,6.586613979095337,230.56989698286657,rice,1.990434783,1999,Summer     
Assam,Biswanath,70.29614392350479,39.739278432899745,43.83068699572735,20.725095469631974,83.58311245168717,6.486681995350455,192.69978580013856,rice,1.501304348,1999,Winter     
Goa,South Goa,100.09743062275392,84.29606531846258,51.31106501681431,25.502708935316473,73.24260702668766,5.934606689723452,103.83538859474068,banana,7.44,1999,Whole Year 
Goa,South Goa,22.281151049705134,14.963088511276714,26.058909369036527,27.616324691831835,93.64921075016562,5.858755950408772,162.49498395583575,coconut,4868.07,1999,Whole Year 
Goa,North Goa,92.20621056242643,43.76791024698542,46.402770338672504,22.264930160798748,85.15407849901058,6.440747520077456,242.62538026655466,rice,2.38,1999,Kharif     
Goa,North Goa,78.92819517609439,43.778181793919344,31.37774715799874,15.976581552018807,85.65036991636259,6.364863569342603,230.8797378139352,rice,2.69,1999,Rabi       
Kerala,Kollam,101.73773671166806,80.04194208983496,53.97142376631876,29.525344900540244,71.05904670041335,6.140769094223343,84.31832414740728,banana,10.36285714,1999,Whole Year 
Kerala,Wayanad,21.806441151473784,18.842166578462678,24.263939820009018,24.041704713605192,98.37630484936614,6.224795945385743,201.90378306418128,coconut,5581.025714,1999,Whole Year 
Kerala,Wayanad,111.92660981190234,39.67918399402241,28.988942582427633,25.167414464973277,78.61060468819254,6.639225530211457,82.04842520345966,cotton,1.61,1999,Kharif     
Kerala,Kollam,85.6041140725751,45.59442334216073,32.14700136547188,23.75176138983913,81.34776715140724,6.180307007634233,253.43829042250553,rice,2.081538462,1999,Autumn     
Kerala,Alappuzha,83.64966516343387,47.37264111000426,45.63125325936374,27.924077843340687,70.45024468962082,6.695082159669747,239.85140280908183,rice,2.292857143,1999,Summer     
Kerala,Ernakulam,83.84515973521523,42.084803877340704,39.461828199943774,25.68324717354524,89.7406773516894,6.458634710672792,245.461016218141,rice,2.097142857,1999,Winter     
Meghalaya,West Garo Hills,16.183062726026307,76.71332600837509,18.456987150806277,26.732553034930053,48.94562750975648,5.567844752432232,122.23764932047112,pigeonpeas,0.78,1999,Kharif     
Meghalaya,East Garo Hills,107.2439715546805,77.7425225996933,50.97698328233881,25.972671180989376,72.70082044848645,6.180543501572128,130.18905047922584,banana,11.16285714,1999,Whole Year 
Meghalaya,West Garo Hills,110.76074468603859,42.89281543183255,22.719501695789063,26.994413256798573,81.71948212838232,6.981012515757767,97.97167612682591,cotton,0.8,1999,Kharif     
Meghalaya,East Garo Hills,43.024285469001356,62.89846025088752,75.39799748834565,15.921104557697175,18.58283162793512,7.777605776124979,79.68217124705055,chickpea,0.616666667,1999,Rabi       
Meghalaya,East Garo Hills,89.35227812904989,55.85240043569058,35.91106137415714,25.340135698337416,85.75258497096495,6.6857172327168914,180.55283941346525,jute,6.76,1999,Kharif     
Meghalaya,East Khasi Hills,72.80731837434656,51.20452614299741,23.03802432556443,22.126962983700654,63.543805600245605,6.466930521813743,104.8191048675251,maize,1.448571429,1999,Kharif     
Meghalaya,East Jaintia Hills,77.05851135198614,42.89703996878179,31.333285231751997,23.00288007309065,82.33280188359294,6.135704034313449,228.74110951179074,rice,1.605714286,1999,Kharif     
Meghalaya,West Garo Hills,80.3882568254382,53.11115779429984,36.94885453403957,24.39636017939685,79.05878253771047,6.704676432172715,204.51950530070962,rice,1.755714286,1999,Rabi       
Puducherry,Aurangabad,97.71262172941901,83.01349347144439,65.2534347707972,27.75591802671735,83.34786565106369,6.172725191882231,97.5617009124336,banana,29.25,1999,Whole Year 
Puducherry,Beed,14.226682844669337,18.21626710555751,25.749935177053594,28.32469365788349,90.92682009772476,6.297431612948754,178.73443564709478,coconut,12812.4475,1999,Whole Year 
Puducherry,Kolhapur,118.11281487403014,44.51761395623774,25.29901395879876,24.26690919992657,75.37852166839885,7.134791559281747,79.74924727783267,cotton,5.14,1999,Kharif     
Puducherry,Nashik,15.678481431369473,43.53292006521514,16.94024615643094,29.361137545334497,85.1609868541004,6.704147303194865,74.75492404947538,mungbean,0.553333333,1999,Rabi       
Puducherry,Amravati,82.25796215317591,49.26883049527301,42.415225723985714,23.87606259636319,76.14350268238086,6.191245609332629,216.98306581561394,rice,2.61,1999,Kharif     
Puducherry,Aurangabad,35.42287882883099,64.74456385002205,22.511778452981087,28.65448590446737,73.12908168139617,7.013541049407193,51.218338573864386,blackgram,0.763333333,1999,Rabi       
West Bengal,Bankura,28.479672025087698,76.81377814787552,25.934783675914737,27.74976474637319,57.69796672340938,5.441944802350377,128.29663377994825,pigeonpeas,0.83,1999,Kharif     
West Bengal,Bankura,18.063733538318814,10.583544473784478,29.58873086593612,25.981119052891962,92.57632137899094,5.7923823199532585,184.26146770514967,coconut,13592.12778,1999,Whole Year 
West Bengal,Kolkata,116.15969241897162,53.920783864274725,29.504423193774265,22.4282046857383,72.91049922101416,6.997847765621687,49.87736805782332,cotton,2.72,1999,Kharif     
West Bengal,Birbhum,44.157586086848355,67.23340575601101,76.9733171770741,18.200546746464497,18.54339961821031,7.3274060479749625,94.93410522116622,chickpea,0.826923077,1999,Rabi       
West Bengal,Birbhum,72.24567841783023,48.35542867010553,41.1611020679978,24.719529505028316,77.22935161645539,6.688059540143556,156.13510710981072,jute,13.94058824,1999,Kharif     
West Bengal,Howrah,78.89729967302065,52.60578883314717,21.016384661088036,22.459654522895622,70.96565510934016,6.086569139210501,69.30494046790966,maize,1.941538462,1999,Kharif     
West Bengal,Bankura,25.30571377141214,65.20875352497782,13.800159400252923,26.34181005732666,60.869051700850484,6.573451769438343,81.08495940382466,lentil,0.636470588,1999,Rabi       
West Bengal,Hooghly,12.95258382719386,51.601241923493184,18.4406387251044,27.528846570218313,88.22254065514223,6.76037356301745,73.05519547681358,mungbean,0.5325,1999,Kharif     
West Bengal,Birbhum,21.913169292661518,33.74228072309411,20.677567496192037,28.919478588249643,86.06994248995848,6.799788978863728,50.787867258038034,mungbean,0.615,1999,Rabi       
West Bengal,Darjeeling,22.289413971242116,43.6800523338903,17.709394784352902,28.76183016318764,82.11866698993296,6.525644228360656,22.182837892046138,mungbean,0.850625,1999,Summer     
West Bengal,Kolkata,24.65911435888655,62.91968596329468,32.254619827282674,18.897828110167872,22.805605871959706,5.642722531837257,146.20822667511717,kidneybeans,0.931333333,1999,Rabi       
West Bengal,Howrah,73.70524644560959,41.31246993814119,35.67688163200234,23.83681378291309,86.66548433127426,6.733897612957886,232.25468254528263,rice,1.868888889,1999,Autumn     
West Bengal,Hooghly,73.28771693457861,46.50522580960524,45.76712234070214,25.69477504085463,82.70706413417699,6.657370512854728,241.13273312336446,rice,2.897222222,1999,Summer     
West Bengal,Nadia,82.4997078280845,49.50874984090847,44.15229906574393,24.0623446442668,82.7592448645313,6.12858600979421,254.41978897622914,rice,1.906666667,1999,Winter     
West Bengal,Nadia,41.50492336616593,70.98329999249653,19.17068932747864,30.426507536954617,60.75450844943163,7.117024352033849,28.626247052401368,blackgram,0.566666667,1999,Kharif     
West Bengal,Nadia,41.27246425172939,68.67438378600204,14.913954730738764,28.562683017014667,70.83944957822068,7.424942765954451,55.083404546567834,blackgram,0.636923077,1999,Rabi       
Andhra Pradesh,Krishna,22.46224104748488,64.40153267553227,16.44872339804115,31.679479928309753,53.284365975415916,5.750890680328497,148.09606901282567,pigeonpeas,0.433181818,2000,Kharif     
Andhra Pradesh,Chittoor,17.329876392107547,69.57508218912584,17.70016350391745,26.445049485254998,46.00883714126751,5.740386242108568,152.07195804772897,pigeonpeas,0.42375,2000,Rabi       
Andhra Pradesh,Chittoor,101.39126848580503,82.63142847425426,41.12129359026868,24.041231384605044,79.73668028368502,6.202440705588615,78.5548435587067,banana,17.63090909,2000,Whole Year 
Andhra Pradesh,Guntur,23.445362366493406,21.61028083968008,25.572672871003547,29.130260412736153,101.91537516955165,6.173975975045043,182.21339903028547,coconut,9101.813684,2000,Whole Year 
Andhra Pradesh,Guntur,114.19824290986816,50.12468351465758,12.147617423181785,23.75932381590315,74.17562014856271,7.09973616485612,81.07285119807099,cotton,1.687727273,2000,Kharif     
Andhra Pradesh,Chittoor,49.41887255572379,67.94238206960316,86.64937501588858,18.266763110005847,19.88188138049391,7.284559673905174,113.40533024101856,chickpea,1.1575,2000,Kharif     
Andhra Pradesh,Krishna,42.45916460455894,63.30373496919372,83.0123119619411,17.781739191076944,14.06737055804436,7.469534226995009,100.06479304061413,chickpea,1.4145,2000,Rabi       
Andhra Pradesh,Krishna,71.80348251398676,45.175249220839596,23.719870494327303,26.132633158831673,73.9826388304582,6.544138825191045,79.38187191749323,maize,2.564545455,2000,Kharif     
Andhra Pradesh,Krishna,81.04276804316915,45.69105320180983,22.734159757709737,23.098384467409364,65.40948309002668,6.235214982706284,80.84559792397326,maize,5.019545455,2000,Rabi       
